No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
1458,SDIG,"Stronghold Digital Mining, Inc.",341868060,6.45,6.61%,94599258
1459,PEPG,PepGen Inc.,341513828,14.36,-3.95%,
1460,RRBI,"Red River Bancshares, Inc.",341010152,47.51,0.57%,107906000
1461,SENS,"Senseonics Holdings, Inc.",340901069,0.71,-5.09%,18044000
1462,BOOM,DMC Global Inc.,340505682,17.27,-1.14%,699711000
1463,HQI,"HireQuest, Inc.",339994000,24.46,-2.12%,32664000
1464,CMTL,Comtech Telecommunications Corp.,339939580,12.20,2.95%,513963000
1465,PEGR,Project Energy Reimagined Acquisition Corp.,339612640,10.30,0.29%,
1466,GBLI,"Global Indemnity Group, LLC",339485398,25.21,-6.28%,648992000
1467,CERS,Cerus Corporation,339437760,1.88,5.03%,183771000
1468,SCWO,"374Water, Inc.",339343640,2.63,-5.73%,3543748
1469,EBTC,"Enterprise Bancorp, Inc.",338546630,27.70,-1.98%,167354000
1470,MPB,"Mid Penn Bancorp, Inc.",338373930,21.30,-1.30%,167410000
1471,CVGI,"Commercial Vehicle Group, Inc.",338080330,10.10,1.00%,999888000
1472,ICVX,"Icosavax, Inc.",338042688,8.16,2.77%,
1473,SLDP,"Solid Power, Inc.",337877000,1.90,-2.06%,13385000
1474,GOEV,Canoo Inc.,337503931,0.67,3.91%,
1475,NETI,Eneti Inc.,337002712,8.72,3.93%,190894000
1476,UTMD,"Utah Medical Products, Inc.",336467212,92.74,-1.05%,52477000
1477,OOMA,"Ooma, Inc.",335736570,13.26,-1.12%,216165000
1478,PFTA,Portage Fintech Acquisition Corporation,335228210,10.35,0.58%,
1479,VCSA,"Vacasa, Inc.",335006009,0.73,-1.70%,1197544000
1480,GFGD,The Growth for Good Acquisition Corporation,334950240,10.33,,
1481,ONL,Orion Office REIT Inc.,334317010,5.90,0.34%,205102000
1482,BHRB,Burke & Herbert Bank & Trust Company,334092000,75.93,1.24%,128245000
1483,CUTR,"Cutera, Inc.",334029820,16.84,-5.18%,249378000
1484,LPTV,"Loop Media, Inc.",333776704,3.36,-3.45%,43175985
1485,LPCN,Lipocine Inc.,333685716,3.77,1.89%,554990
1486,NVX,Novonix Limited,333441560,2.74,1.86%,5902621
1487,CARE,"Carter Bankshares, Inc.",332811870,13.90,-2.11%,
1488,TCX,Tucows Inc.,332523980,30.70,-0.20%,320473000
1489,OZ,"Belpointe PREP, LLC",332261335,94.28,0.39%,1559000
1490,BGRY,"Berkshire Grey, Inc.",331833600,1.40,0.72%,66667000
1491,NR,"Newpark Resources, Inc.",331827226,3.90,0.26%,839186000
1492,PUYI,Puyi Inc.,331730850,5.50,-1.26%,22336298
1493,NPAB,New Providence Acquisition Corp. II,331562500,10.61,,
1494,VLD,"Velo3D, Inc.",331112054,1.72,-1.71%,95353000
1495,CYD,China Yuchai International Limited,330952230,8.10,3.58%,2299947776
1496,WULF,TeraWulf Inc.,330769920,1.56,-2.50%,26349000
1497,PGEN,"Precigen, Inc.",329573080,1.29,3.20%,23247000
1498,FSBC,Five Star Bancorp,329468583,19.09,-0.57%,110049000
1499,DOYU,DouYu International Holdings Limited,329370302,1.03,,989177875
1500,HEPS,D-Market Elektronik Hizmetler ve Ticaret A.S.,329104206,0.97,-1.57%,859785661
1501,GGAA,Genesis Growth Tech Acquisition Corp.,328963503,10.59,-0.56%,
1502,TNGX,"Tango Therapeutics, Inc.",328872165,3.72,0.54%,24868000
1503,DNAD,Social Capital Suvretta Holdings Corp. IV,328467000,10.30,,
1504,DNAB,Social Capital Suvretta Holdings Corp. II,328148090,10.29,,
1505,CLIN,Clean Earth Acquisitions Corp.,326611866,10.35,-0.05%,
1506,UONE,"Urban One, Inc.",326569320,7.56,2.58%,483528000
1507,STRO,"Sutro Biopharma, Inc.",325638179,5.41,2.27%,74549000
1508,IHRT,"iHeartMedia, Inc.",325152600,2.67,-2.55%,3880064000
1509,ENTF,Enterprise 4.0 Technology Acquisition Corp.,325113000,10.59,0.09%,
1510,TYG,Tortoise Energy Infrastructure Corporation,324647475,28.65,-0.31%,27930500
1511,DTC,"Solo Brands, Inc.",324176501,5.09,-1.55%,523631000
1512,PLSE,"Pulse Biosciences, Inc.",323788106,6.80,-6.08%,256000
1513,GILT,Gilat Satellite Networks Ltd.,323268795,5.71,1.24%,247393000
1514,QD,Qudian Inc.,323168010,1.28,2.40%,82854141
1515,DNMR,"Danimer Scientific, Inc.",323143460,3.17,-4.23%,50401000
1516,FIP,FTAI Infrastructure Inc.,322202137,3.24,-1.52%,292312000
1517,CPUH,Compute Health Acquisition Corp.,322012158,10.47,-0.19%,
1518,JGGC,Jaguar Global Growth Corporation I,322000340,10.50,0.19%,
1519,SLVR,SILVERspac Inc.,321874979,10.30,-0.39%,
1520,FPH,"Five Point Holdings, LLC",321343214,2.28,-8.80%,43509000
1521,ZUMZ,Zumiez Inc.,321321111,16.27,-6.44%,958380000
1522,AFTR,AfterNext HealthTech Acquisition Corp.,321249990,10.28,-0.05%,
1523,SVII,Spring Valley Acquisition Corp. II,321080339,10.47,,
1524,CVEO,Civeo Corporation,320853208,21.32,-0.47%,698965000
1525,HWEL,Healthwell Acquisition Corp. I,320312510,10.25,,
1526,OPI,Office Properties Income Trust,320034783,6.59,,539343000
1527,TOP,TOP Financial Group Limited,320006500,9.13,,9767038
1528,ONTF,"ON24, Inc.",319215528,6.96,1.31%,185443000
1529,RGC,Regencell Bioscience Holdings Limited,319076308,24.52,2.17%,
1530,CMAX,"CareMax, Inc.",318532500,2.86,3.62%,667195000
1531,USX,"U.S. Xpress Enterprises, Inc.",318083614,6.05,,2136708000
1532,CZFS,"Citizens Financial Services, Inc.",317644290,79.99,0.52%,82000000
1533,TCI,"Transcontinental Realty Investors, Inc.",317581403,36.76,0.16%,40561000
1534,AROW,Arrow Financial Corporation,317459688,19.18,-2.49%,142341000
1535,FFIC,Flushing Financial Corporation,317299488,10.76,-4.01%,229772000
1536,SSTI,"ShotSpotter, Inc.",316895424,25.88,1.41%,80409000
1537,CLAR,Clarus Corporation,316861356,8.52,-1.96%,432214000
1538,STET,ST Energy Transition I Ltd.,316063104,10.47,0.19%,
1539,GCI,"Gannett Co., Inc.",315894857,2.12,-6.61%,2866143000
1540,BBAI,"BigBear.ai Holdings, Inc.",315782480,2.21,-8.68%,160775000
1541,HMPT,Home Point Capital Inc.,315622698,2.28,,-10111000
1542,GPAC,Global Partner Acquisition Corp II,315000000,10.50,-0.19%,
1543,SAR,Saratoga Investment Corp.,314561676,26.52,1.18%,99104120
1544,BBW,"Build-A-Bear Workshop, Inc.",313950516,21.02,-4.37%,467937000
1545,CDZI,Cadiz Inc.,313621002,4.71,-1.26%,1489000
1546,GATE,Marblegate Acquisition Corp.,313427400,10.14,0.20%,
1547,ANNX,"Annexon, Inc.",313176130,5.90,1.72%,
1548,NIU,Niu Technologies,313079443,4.07,3.83%,454605069
1549,KRT,Karat Packaging Inc.,313029250,15.74,0.45%,413345000
1550,SCM,Stellus Capital Investment Corporation,312535500,15.00,1.01%,83693519
1551,SMTI,Sanara MedTech Inc.,312288222,37.28,-3.24%,53553539
1552,ATAI,Atai Life Sciences N.V.,312098800,1.88,1.08%,269000
1553,VIGL,"Vigil Neuroscience, Inc.",311887774,8.74,4.55%,
1554,NREF,"NexPoint Real Estate Finance, Inc.",311338626,14.01,-0.36%,32923000
1555,PLM,PolyMet Mining Corp.,311097600,1.60,-0.62%,
1556,OSG,"Overseas Shipholding Group, Inc.",310838930,3.95,1.54%,476593000
1557,PETS,"PetMed Express, Inc.",310360896,14.72,-4.91%,260453000
1558,ASA,ASA Gold and Precious Metals Limited,309795794,16.06,1.20%,3640500
1559,KOD,Kodiak Sciences Inc.,309357177,5.91,10.67%,
1560,RLGT,"Radiant Logistics, Inc.",309268700,6.50,0.78%,1232897000
1561,THCP,Thunder Bridge Capital Partners IV Inc.,308635990,10.22,-0.05%,
1562,AVIR,"Atea Pharmaceuticals, Inc.",308577780,3.70,3.06%,
1563,API,"Agora, Inc.",308290660,3.02,-0.66%,160670000
1564,BIOS,BioPlus Acquisition Corp.,308048089,10.51,,
1565,GAQ,Generation Asia I Acquisition Limited,307654750,10.46,0.48%,
1566,PMTS,CPI Card Group Inc.,307263963,26.89,-0.30%,485173000
1567,RDVT,"Red Violet, Inc.",306317572,22.01,4.66%,55215000
1568,CORS,Corsair Partnering Corporation,306073879,10.29,,
1569,BTWN,Bridgetown Holdings Limited,305669573,10.20,0.39%,
1570,CITE,Cartica Acquisition Corp,305612479,10.63,0.09%,
1571,MEKA,MELI Kaszek Pioneer Corp,305573000,10.28,,
1572,NOTE,"FiscalNote Holdings, Inc.",305392327,2.28,2.24%,119223000
1573,PLAO,Patria Latin American Opportunity Acquisition Corp.,305037500,10.61,,
1574,NRDY,"Nerdy, Inc.",304503364,3.19,-2.45%,164920000
1575,RENE,Cartesian Growth Corporation II,304462489,10.59,,
1576,RNGR,"Ranger Energy Services, Inc.",304016492,12.22,-0.16%,642400000
1577,TRIS,Tristar Acquisition I Corp.,303312500,10.55,1.74%,
1578,WNNR,Andretti Acquisition Corp.,303312500,10.55,,
1579,CWCO,Consolidated Water Co. Ltd.,302809572,19.26,1.37%,107416057
1580,SCUA,Sculptor Acquisition Corp I,302450011,10.52,,
1581,UTAA,UTA Acquisition Corporation,302450000,10.52,,
1582,UIS,Unisys Corporation,302409095,4.43,1.14%,2049600000
1583,PPTA,Perpetua Resources Corp.,302249000,4.79,1.05%,
1584,LIAN,LianBio,302202480,2.82,-1.05%,
1585,TPC,Tutor Perini Corporation,302122665,5.85,-5.34%,3614901000
1586,VLGEA,"Village Super Market, Inc.",301256664,20.76,-1.61%,2113020000
1587,CMCA,Capitalworks Emerging Markets Acquisition Corp,301012479,10.47,-0.19%,
1588,CZNC,Citizens & Northern Corporation,300770338,19.58,0.67%,101790000
1589,FIAC,Focus Impact Acquisition Corp.,300592760,10.46,-0.09%,
1590,BPAC,Bullpen Parlay Acquisition Company,300437490,10.45,-0.10%,
1591,KNSW,KnightSwan Acquisition Corporation,300437490,10.45,-0.10%,
1592,DPCS,DP Cap Acquisition Corp I,300151226,10.42,0.19%,
1593,HYLN,Hyliion Holdings Corp.,299955360,1.66,-2.35%,2076000
